"e0683771-474c-4d20-8939-029c9340a4e1","jose figueroa-o'farrill","farrill, j."
"78034662-b1fc-406d-a7b6-11f05826c51f","j. m. aspden|j. vanneste","aspden, j. m. |vanneste, j."
"d46be0d0-635b-424e-8c00-32ab986b80f6","john pearson","pearson, j."
"2edd1295-0c2a-4a2e-990c-f39b5f9e09bb","h w braden|e corrigan|p e dorey|r sasaki","braden, h. w.|corrigan, e.|dorey, p. e. |sasaki, r."
"91d09e67-41b3-403c-9f2c-89fd51d23b0f","daniela castro camilo|miguel de carvalho|jennifer wadsworth","camilo, d.|carvalho, m.|wadsworth, j."
"43ded637-89d3-4b1e-863f-652e28b33025","duncan forgan|peter richtarik","forgan, d.|richtarik, p."
"f4e30eec-6377-45ee-bd76-c8de3c53f47f","agostinho agra|mahdi doostmohammadi|quentin louveaux","agra, a.|doostmohammadi, m.|louveaux, q."
"0c5e824c-3035-4d53-b63c-b6a41fc07f8c","jaywan chung|zihua guo|soonsik kwon|tadahiro oh","chung, j.|guo, z.|kwon, s. |oh, t."
"32674719-6958-4d6e-ada5-ce20cbc2fdc1","tom g. mackay|akhlesh lakhtakia","mackay, t. g.|lakhtakia, a."
"cdaa7e47-06c9-4e19-a630-342dbe428962","christopher burton|hans knoop|nikola popovic|michael sharpe|gijs bleijenberg","burton, c.|knoop, h.|popovic, n.|sharpe, m.|bleijenberg, g."
"d1d24879-1e7b-4ca9-8207-7a77ab7c2b38","sotirios sabanis","sabanis, s."
"58036f1f-522e-4b7d-8969-719d8aac83a1","christopher sangwin|m. harjula","sangwin, c.|harjula, m."
"df8b8459-2af8-4e2e-a9a0-b5cc38ae00e4","aram karakhanyan","karakhanyan, a."
